products
Name,Name2,Price,Deposit,VolymInml,PricePerLiter,SalesStart,Discontinued,ProductGroup,Type,Style,Packaging,SealType,Origin,OriginCountryName,Producer,Supplier,Vintage,AlcoholContent,AssortmentCode,AssortmentText,Organic,Ethical,Kosher,RawMaterialsDescription
Côté Mas,Organic Rosé,89.00,,750.00,118.67,6/1/16,0,Rose wine,Fruity & Tasteful,,Bottle,Screw Cap,Languedoc-Roussillon,France,Jean-Claude Mas,Domaine Wines Sweden AB,2018,12.50%,FS,Fixed assortment,1,0,0,Mourvédre 85% and 15% syrah.
Château Margaux,,6231.00,,750.00,8308.00,3/1/16,0,Red wine,,,Bottle,,Bordeaux,France,Château Margaux,Carovin AB,2011,13.00%,BS,Order goods,0,0,0,
Birra Morena Classica,,15.90,,330.00,48.18,3/1/16,0,Beer,Pale lager,International Style,Bottle,Crown Cap,,Italy,Drive Beer,Galatea AB,,4.60%,BS,Order goods,0,0,0,
Neethlingshof,Cabernet Sauvignon Merlot,119.00,,750.00,158.67,3/1/16,0,Red wine,,,Bottle,,Western Cape,South Africa,Neethlingshof Estate,janake wine group AB,2015,14.00%,BS,Order goods,0,0,0,
Corton,Grand Cru Les Paulands,601.00,,750.00,801.33,3/1/16,0,Red wine,,,Bottle,,Burgundy,France,Domaine Denis Père & Fils,Alshammar Import,2016,13.50%,BS,Order goods,0,0,0,
Clynelish,Select Reserve,5799.00,,700.00,8284.29,4/14/16,0,Whisky,Malt whiskey,,Bottle,Natural Cork,Scotland,UK,Diageo Plc,Diageo Sweden AB,,56.10%,TSE,Temporary assortment,0,0,0,
The Cally,40 Years,7899.00,,700.00,11284.29,4/14/16,0,Whisky,Grainwhisky,,Bottle,Natural Cork,Scotland,UK,Diageo Plc,Diageo Sweden AB,,53.30%,TSE,Temporary assortment,0,0,0,
El Gran Botánico,,199.00,,3000.00,66.33,6/1/16,0,Red wine,Fruity & Tasteful,,Box,Wing Pin,Castilla-La Mancha,Spain,Bodegas Gardel,Sigva Partner AB,2018,13.50%,FS,Fixed assortment,1,0,0,Tempranillo and Syrah.
Cannonau di Sardegna,Riserva,119.00,,750.00,158.67,6/1/16,0,Red wine,Spicy & Musty,,Bottle,Natural Cork,Sardinia,Italy,Tenuta Sella & Mosca,Verissima AB,2016,14.00%,FS,Fixed assortment,0,0,0,Cannonau.
Hacienda Zorita,Criado en Barrica,79.00,,750.00,105.33,3/1/16,0,Red wine,,,Bottle,Natural Cork,Castile-Leon,Spain,Marqués de la Concordia,Brandpartners AB,2013,13.50%,BS,Order goods,0,0,0,
Bourgogne Pinot Noir,Vieilles Vignes,179.00,,750.00,238.67,3/1/16,0,Red wine,,,Bottle,,Burgundy,France,Pierre André,Carovin AB,2016,12.50%,BS,Order goods,0,0,0,
Schild Estate,Barossa Valley Chardonnay,169.00,,750.00,225.33,3/1/16,0,White wine,,,Bottle,,South Australia,Australia,Schild Estate Wines,Granqvist Beverage House AB,2017,13.00%,BS,Order goods,0,0,0,
Schild Estate,Barossa Valley Shiraz,199.00,,750.00,265.33,3/1/16,0,Red wine,,,Bottle,,South Australia,Australia,Schild Estate Wines,Granqvist Beverage House AB,2015,14.50%,BS,Order goods,0,0,0,
Jekyll Island,Reserve Zinfandel,155.00,,750.00,206.67,3/1/16,0,Red wine,,,Bottle,,California,USA,Jekyll Island,Granqvist Beverage House AB,2013,14.00%,BS,Order goods,0,0,0,
North Valley,Soter Vineyards Pinot Noir,295.00,,750.00,393.33,3/1/16,0,Red wine,,,Bottle,,Oregon,USA,Soter Vineyards,Granqvist Beverage House AB,2013,13.50%,BS,Order goods,0,0,0,
Roccolo Grassi,La Broia,213.00,,750.00,284.00,3/1/16,0,White wine,,,Bottle,,Venetia,Italy,Roccolo Grassi,Wine Group Sweden AB,2017,12.50%,BS,Order goods,0,0,0,
Anciano,35 year Old Vines Garnacha,69.00,,750.00,92.00,2/19/18,0,Red wine,Spicy & Musty,,Bottle,Natural Cork,Aragon,Spain,Guy Anderson Wines Ltd,The Wine Team Global AB,2015,15.00%,BS,Order goods,0,0,0,Garnacha (Grenache).
Mocambo,Single Barrel 15 Years,578.00,,500.00,1156.00,2/12/18,0,Rum,Dark rum,,Bottle,,,Mexico,Licores Veracruz,Clydesdale AB,,40.00%,BS,Order goods,0,0,0,
Napa Valley,Sauvignon Blanc,249.00,,750.00,332.00,2/12/18,0,White wine,,,Bottle,Natural Cork,California,USA,Duckhorn Vineyards,Ward Wines AB,2016,13.50%,BS,Order goods,0,0,0,
Duckhorn,Napa Valley Merlot,449.00,,750.00,598.67,2/12/18,0,Red wine,,,Bottle,Natural Cork,California,USA,Duckhorn Vineyards,Ward Wines AB,2013,14.50%,BS,Order goods,0,0,0,
Amarone della Valpolicella Classico,Le Marognole,510.00,,750.00,680.00,2/19/18,0,Red wine,,,Bottle,,Venetia,Italy,Le Marognole,Viniverdi Sweden AB,2013,16.50%,BS,Order goods,0,0,0,
Le Marognole,El Nane,344.00,,750.00,458.67,2/19/18,0,Red wine,,,Bottle,,Venetia,Italy,Le Marognole,Viniverdi Sweden AB,2013,15.00%,BS,Order goods,0,0,0,
Bonazzi Badin,Beso Rosso,325.00,,750.00,433.33,2/19/18,0,Red wine,,,Bottle,,Venetia,Italy,Bonazzi,Viniverdi Sweden AB,2015,16.00%,BS,Order goods,0,0,0,
Valpolicella Ripasso Classico Superiore,Bertoldi Manuele,228.00,,750.00,304.00,2/19/18,0,Red wine,,,Bottle,,Venetia,Italy,Azienda Agricola Bertoldi Manuele,Viniverdi Sweden AB,2015,14.50%,BS,Order goods,0,0,0,
Amarone della Valpolicella Classico,Bertoldi Manuele,398.00,,750.00,530.67,2/19/18,0,Red wine,,,Bottle,,Venetia,Italy,Azienda Agricola Bertoldi Manuele,Viniverdi Sweden AB,2013,15.50%,BS,Order goods,0,0,0,
Valpolicella Ripasso Classico Superiore,Bonazzi Badin,234.00,,750.00,312.00,2/19/18,0,Red wine,,,Bottle,,Venetia,Italy,Bonazzi,Viniverdi Sweden AB,2014,14.50%,BS,Order goods,0,0,0,
Amarone della Valpolicella Classico,Bonazzi,450.00,,750.00,600.00,2/19/18,0,Red wine,,,Bottle,,Venetia,Italy,Bonazzi,Viniverdi Sweden AB,2011,16.00%,BS,Order goods,0,0,0,
KWV,Cuvée Rosé,69.00,,750.00,92.00,2/14/18,0,Mousserande vin,Rosé,,Bottle,Champagne Cork-Natural,,South Africa,KWV,Arvid Nordquist Vin och Sprithandel,,7.00%,FS,Fixed assortment,0,0,0,
Virgin Earth,Shiraz Viognier,119.00,,750.00,158.67,2/13/18,0,Red wine,,,Bottle,Screw Cap,Western Cape,South Africa,Virgin Earth,Best Of Special Selected Wine AB,2013,13.50%,BS,Order goods,0,0,0,
Virgin Earth,The Peppertree Sauvignon Blanc,129.00,,750.00,172.00,2/13/18,0,White wine,,,Bottle,Screw Cap,Western Cape,South Africa,Virgin Earth,Best Of Special Selected Wine AB,2015,13.50%,BS,Order goods,0,0,0,
Campo alla Sughera,Rosso,773.00,,750.00,1030.67,2/14/18,0,Red wine,,,Bottle,,Tuscany,Italy,Azienda Agricola Campo Alla Sughera,Malchamax AB,2011,14.50%,BS,Order goods,0,0,0,
Achenio,Bolgheri Bianco,435.00,,750.00,580.00,2/14/18,0,White wine,,,Bottle,,Tuscany,Italy,Campo Alla Sughera,Malchamax AB,2016,13.50%,BS,Order goods,0,0,0,
AB Svenska Sprit Punsch,,388.00,,500.00,776.00,2/14/18,0,Punsch,Punsch,,Bottle,,,Sweden,AB Svenska Sprit TBH,AB Svenska Sprit TBH,,31.70%,BS,Order goods,0,0,0,
Bosio,Prosecco Treviso Extra Dry,164.00,,750.00,218.67,2/14/18,0,Mousserande vin,Dry white,,Bottle,,Venetia,Italy,Agricola Bosio srl,Malchamax AB,,11.00%,BS,Order goods,0,0,0,
Barbera d'Asti,Truffle Hunter Leda,149.00,,750.00,198.67,2/14/18,0,Red wine,,,Bottle,,Piedmont,Italy,Agricola Bosio srl,Malchamax AB,2016,13.00%,BS,Order goods,0,0,0,
Uarda-Akademiens,Årgångspunsch,198.00,,500.00,396.00,3/5/18,0,Punsch,Punsch,,Bottle,,,Sweden,Facile & Co,Facile & Co AB,,27.80%,BS,Order goods,0,0,0,
Balt,Mjöd,56.00,,330.00,169.70,2/28/18,0,Aperitif and dessert,Flavored wines & fruit wines,Mead,Bottle,,,Sweden,Mjödhamnen AB,Mjödhamnen AB,2013,11.50%,BS,Order goods,0,0,0,
11 Minutes,Rosé,129.00,,750.00,172.00,3/5/18,0,Rose wine,Fresh & Berry,,Bottle,,Venetia,Italy,Pasqua Vigneti e Cantine SpA,Bibendum,2018,12.50%,FSB,Fixed assortment,0,0,0,
Maschio Prosecco,Prosecco Treviso,89.00,,750.00,118.67,2/20/18,0,White wine,Fresh & Fruity,,Bottle,,Venetia,Italy,Cantine Riunite,Nigab,,10.50%,FS,Fixed assortment,0,0,0,Glera.
Schmitges,Grauschiefer Riesling Trocken,124.00,,750.00,165.33,2/19/18,0,White wine,,,Bottle,,Moselle,Germany,Weingut Schmitges,Philipson Söderberg AB,2018,12.50%,BS,Order goods,0,0,0,
Schmitges,Vom Roten Schiefer Riesling Kabinett,139.00,,750.00,185.33,2/19/18,0,White wine,,,Bottle,,Moselle,Germany,Weingut Schmitges,Philipson Söderberg AB,2018,8.50%,BS,Order goods,0,0,0,
Schmitges,Riesling Trocken,119.00,,1000.00,119.00,2/19/18,0,White wine,,,Bottle,,Moselle,Germany,Weingut Schmitges,Philipson Söderberg AB,2018,12.50%,BS,Order goods,0,0,0,
Mullineux,Syrah,229.00,,750.00,305.33,8/3/18,0,Red wine,,,Bottle,,Western Cape,South Africa,Mullineux Family Wines,Terrific Wines AB,2016,13.50%,BS,Order goods,0,0,0,
Grand Marrenon,Luberon,319.00,,1500.00,212.67,2/19/18,0,Red wine,,,Magnum,,Rhone Valley,France,"Marrenon, Vignobles en Ventoux & Luberon",Fine Brands Sweden AB,2015,14.50%,BS,Order goods,0,0,0,
Parducci,Zinfandel,159.00,,750.00,212.00,2/21/18,0,Red wine,,,Bottle,Natural Cork,California,USA,Mendocino Wine Company,Arvid Nordquist Vin och Sprithandel,2015,14.50%,BS,Order goods,0,0,0,
Parducci,Cabernet Sauvignon,169.00,,750.00,225.33,2/21/18,0,Red wine,,,Bottle,Natural Cork,California,USA,Mendocino Wine Company,Arvid Nordquist Vin och Sprithandel,2015,13.50%,BS,Order goods,0,0,0,
Bergh,Grüner Veltliner Organic,99.00,,750.00,132.00,2/19/18,0,White wine,Fresh & Fruity,,Bottle,Screw Cap,Niederösterreich,Austria,Icon Wines,The Wine Team Global AB,2018,12.50%,FS,Fixed assortment,1,0,0,Grüner Veltliner.
Barolo,Cannubi,549.00,,750.00,732.00,2/19/18,0,Red wine,,,Bottle,,Piedmont,Italy,Francesco Rinaldi & Figli,Brix Wine Consultants AB,2014,14.00%,BS,Order goods,0,0,0,
Yuzu Shu,,267.00,,720.00,370.83,2/19/18,0,Sake,,,Bottle,,,Japan,Hakutsuru,Skepparps Vingård,,10.50%,BS,Order goods,0,0,0,
Nebbiolo d'Alba,Francesco Rinaldi & Figli,245.00,,750.00,326.67,2/19/18,0,Red wine,,,Bottle,,Piedmont,Italy,Francesco Rinaldi & Figli,Brix Wine Consultants AB,2015,14.50%,BS,Order goods,0,0,0,
Juwel,Riesling,178.00,,750.00,237.33,2/19/18,0,White wine,,,Bottle,,Rheinhessen,Germany,Juliane Eller,Brix Wine Consultants AB,2016,12.50%,BS,Order goods,0,0,0,
Juwel,Weisswein Trocken,119.00,,750.00,158.67,2/19/18,0,White wine,,,Bottle,,Rheinhessen,Germany,Juliane Eller,Brix Wine Consultants AB,2016,12.00%,BS,Order goods,0,0,0,
Chianti Superiore,Castello Trebbio,129.00,,750.00,172.00,2/19/18,0,Red wine,,,Bottle,,Tuscany,Italy,Castello del Trebbio,Brix Wine Consultants AB,2015,13.00%,BS,Order goods,0,0,0,
Amarone della Valpolicella,Corte Canella,695.00,,750.00,926.67,2/19/18,0,Red wine,,,Bottle,,Venetia,Italy,"Corte Canella di Venturini Francesco, Veronica e Castagnedi Adriana Maria",Viniverdi Sweden AB,2012,17.50%,BS,Order goods,0,0,0,
Recioto della Valpolicella,Corte Canella,550.00,,500.00,1100.00,2/19/18,0,Red wine,Sweet,,Bottle,,Venetia,Italy,"Corte Canella di Venturini Francesco, Veronica e Castagnedi Adriana Maria",Viniverdi Sweden AB,2013,14.00%,BS,Order goods,0,0,0,
Valpolicella Superiore,Corte Canella,409.00,,750.00,545.33,2/19/18,0,Red wine,,,Bottle,,Venetia,Italy,"Corte Canella di Venturini Francesco, Veronica e Castagnedi Adriana Maria",Viniverdi Sweden AB,2014,15.50%,BS,Order goods,0,0,0,
Mud House,Sauvignon Blanc,159.00,,1500.00,106.00,2/20/18,0,White wine,Fresh & Fruity,,Box,,Marlborough,New Zealand,Mud House,Mondo Wine Sweden AB,2018,12.50%,BS,Order goods,0,0,0,Sauvignon blanc.
Marrenon,Grande Toque,125.00,,750.00,166.67,2/20/18,0,Red wine,,,Bottle,,Rhone Valley,France,"Marrenon, Vignobles en Ventoux & Luberon",Fine Brands Sweden AB,2016,14.00%,BS,Order goods,0,0,0,
Louis Jadot,Corton-Grèves Grand Cru,849.00,,750.00,1132.00,10/19/18,0,Red wine,,,Bottle,Natural Cork,Burgundy,France,Maison Louis Jadot,Vinunic AB,2016,13.00%,TSE,Temporary assortment,0,0,0,Pinot noir.
Louis Jadot,Corton Pougets Grand Cru,849.00,,750.00,1132.00,10/19/18,0,Red wine,,,Bottle,Natural Cork,Burgundy,France,Maison Louis Jadot,Vinunic AB,2016,13.00%,TSE,Temporary assortment,0,0,0,Pinot noir.
Glenrothes,Toasted Anise,1181.00,,700.00,1687.14,3/1/16,0,Whisky,Malt whiskey,,Bottle,,Scotland,UK,Wemyss Malts,Clydesdale AB,1996,46.00%,BS,Order goods,0,0,0,
Château L'Hospitalet,La Réserve Blanc,185.00,,750.00,246.67,3/1/16,0,White wine,,,Bottle,Natural Cork,Languedoc-Roussillon,France,Gérard Bertrand,Ward Wines AB,2017,13.50%,BS,Order goods,1,0,0,
Gérard Bertrand,Crémant de Limoux Brut,165.00,,750.00,220.00,3/1/16,0,Mousserande vin,Dry white,,Bottle,Natural Cork,Languedoc-Roussillon,France,Gérard Bertrand,Ward Wines AB,2016,12.50%,BS,Order goods,0,0,0,
Barbaresco Currà,Cantina del Glicine,339.00,,750.00,452.00,3/1/16,0,Red wine,,,Bottle,,Piedmont,Italy,Cantina del Glicine,Vinoliv Import AB,2015,14.00%,BS,Order goods,0,0,0,
Barbaresco Marcorino,Cantina del Glicine,347.00,,750.00,462.67,3/1/16,0,Red wine,,,Bottle,,Piedmont,Italy,Cantina del Glicine,Vinoliv Import AB,2014,14.00%,BS,Order goods,0,0,0,
The Balvenie,15 Years Single Barrel Sherry Cask,1099.00,,700.00,1570.00,3/1/16,0,Whisky,Malt whiskey,,Bottle,,Scotland,UK,William Grant & Sons,Nigab,,47.80%,BS,Order goods,0,0,0,
Minuty,Prestige Rosé,379.00,,1500.00,252.67,3/1/16,0,Rose wine,,,Magnum,Natural Cork,Provence,France,Château Minuty,Ward Wines AB,2018,13.00%,BS,Order goods,0,0,0,
Lone Star Lager,,17.50,,355.00,49.30,3/2/16,0,Beer,Pale lager,Modern Style,Bottle,Crown Cap,,USA,Pabst Brewing Company,Galatea AB,,4.60%,BS,Order goods,0,0,0,
Markowitsch,Rubin Carnuntum Zweigelt,189.00,,750.00,252.00,3/1/16,0,Red wine,,,Bottle,Natural Cork,Niederösterreich,Austria,Gerhard Markowitsch,Enjoy Wine & Spirits AB,2017,13.00%,BS,Order goods,0,0,0,
Crudo,Catarratto Zibibbo Organic,79.00,,750.00,105.33,6/1/16,0,White wine,Grape-like & Florals,,Bottle,Screw Cap,Sicily,Italy,Cantine Colomba Bianca,Oenoforos AB,2018,12.50%,FS,Fixed assortment,1,0,0,Catarratto and Zibibbo.
Absolut,Elyx,539.00,,700.00,770.00,3/1/16,0,Vodka and Brännvin,Vodka,,Bottle,,,Sweden,The Absolut Company,Pernod Ricard Sweden AB,,42.30%,BS,Order goods,0,0,0,Wheat.
Côtes de Saumon,Chardonnay Sauvignon Blanc,89.00,,750.00,118.67,3/1/16,0,White wine,Fresh & Fruity,,Bottle,Screw Cap,,France,Jean Biecher,The Wine Team Global AB,2017,12.00%,FS,Fixed assortment,1,0,0,Chardonnay and Sauvignon Blanc.
Casa Marrone,Appassimento,99.00,,750.00,132.00,3/1/16,0,Red wine,Spicy & Musty,,Bottle,Natural Cork,Apulia,Italy,Casa Marrone,The Wine Team Global AB,2018,14.50%,FS,Fixed assortment,1,0,0,"Primitivo, Negroamaro and Malvasia."
Pazzione,by Pernilla Wahlgren,89.00,,750.00,118.67,3/1/16,0,Red wine,Fruity & Tasteful,,Bottle,Screw Cap,Apulia,Italy,ViniMundi,The Wine Team Global AB,2018,13.00%,FS,Fixed assortment,1,0,0,"Negroamaro, Primitivo, Merlot and Sangiovese."
Minttu Pear,,192.00,,500.00,384.00,3/1/16,0,Liqueur,Other liqueur,,Bottle,,,Finland,Pernod Ricard,Pernod Ricard Sweden AB,,35.00%,BS,Order goods,0,0,0,
Cypress,Merlot,109.00,,750.00,145.33,3/1/16,0,Red wine,,,Bottle,,California,USA,J. Lohr Vineyards & Wines,Galatea AB,2013,13.50%,BS,Order goods,0,0,0,
Cypress,Chardonnay,109.00,,750.00,145.33,3/1/16,0,White wine,,,Bottle,Synthetic Cork,California,USA,J. Lohr Vineyards & Wines,Galatea AB,2014,13.50%,BS,Order goods,0,0,0,
Saint-Joseph Les Granilites,M Chapoutier,299.00,,750.00,398.67,3/1/16,0,White wine,,,Bottle,,Rhone Valley,France,Chapoutier,Lively Wines Sweden AB,2016,13.00%,BS,Order goods,1,0,0,
Saint-Joseph Les Granilites,M Chapoutier,279.00,,750.00,372.00,3/1/16,0,Red wine,,,Bottle,,Rhone Valley,France,Chapoutier,Lively Wines Sweden AB,2016,13.00%,BS,Order goods,1,0,0,
Zenato,Pinot Grigio Delle Venezie,119.00,,750.00,158.67,3/1/16,0,White wine,,,Bottle,,Tre Venezie,Italy,Zenato,Fine Brands Sweden AB,2014,12.50%,BS,Order goods,0,0,0,
Xavier,Vignon SM,379.00,,1500.00,252.67,3/1/16,0,Red wine,,,Magnum,Natural Cork,Rhone Valley,France,Xavier Vins,Vinovativa AB,,14.00%,BS,Order goods,0,0,0,
MontGras,Reserva Merlot,99.00,,750.00,132.00,3/1/16,0,Red wine,,,Bottle,Screw Cap,Valle Central,Chile,MontGras,Vinovum AB,2013,13.50%,BS,Order goods,0,0,0,
Think Big!,Zinfandel,99.00,,750.00,132.00,3/1/16,0,Red wine,,,Bottle,,California,USA,Taster Wines,Apricot AB,2013,14.00%,BS,Order goods,0,0,0,
Berrys' Speyburn,Cask 2114 26 Years,2303.00,,700.00,3290.00,3/1/16,0,Whisky,Malt whiskey,,Bottle,,Scotland,UK,Berry Bros & Rudd,Clydesdale AB,1988,52.30%,BS,Order goods,0,0,0,
Musso de Casa Rojo,Cava Brut,129.00,,750.00,172.00,3/1/16,0,Mousserande vin,Dry white,,Bottle,Screw Cap,Cava,Spain,Casa Rojo,Vinovum AB,2015,11.50%,BS,Order goods,1,0,0,
Cristom Jessie Vineyard,Pinot Noir,670.00,,750.00,893.33,3/1/16,0,Red wine,,,Bottle,,Oregon,USA,Cristom Vineyards,Fine Wines Sweden AB,2016,13.50%,BS,Order goods,0,0,0,
Cristom Eileen Vineyard,Pinot Noir,670.00,,750.00,893.33,3/1/16,0,Red wine,,,Bottle,,Oregon,USA,Cristom Vineyards,Fine Wines Sweden AB,2016,13.50%,BS,Order goods,0,0,0,
Savoia,Valpolicella Classico Superiore Vigneto I Pipioni,259.00,,750.00,345.33,3/1/16,0,Red wine,,,Bottle,,Venetia,Italy,Azienda Agricola Coali Tenuta Savoia,Dalelven Holding AB,2014,14.50%,BS,Order goods,0,0,0,
Gregoriano,Roble,150.00,,750.00,200.00,3/1/16,0,Red wine,,,Bottle,,Aragon,Spain,Bodega Picos,Ofwerman Imports AB,2017,14.50%,BS,Order goods,0,0,0,
Oban,Little Bay,560.00,,700.00,800.00,3/1/16,0,Whisky,Malt whiskey,,Bottle,,Scotland,UK,Diageo plc,Diageo Sweden AB,,43.00%,BS,Order goods,0,0,0,
Herencia de Plata,Añejo,537.00,,700.00,767.14,3/1/16,0,Tequila and Mezcal,Tequila,,Bottle,,,Mexico,Tequilas del Señor,AliasSmith AB,,38.00%,BS,Order goods,0,0,0,
Miquel Pons Cava,Brut Nature Gran Reserva,186.00,,750.00,248.00,3/1/16,0,Mousserande vin,Dry white,,Bottle,,Cava,Spain,Miquel Pons,Ofwerman Imports AB,2011,11.50%,BS,Order goods,0,0,0,
Martin Freixa,Old Vines,200.00,,750.00,266.67,3/1/16,0,Red wine,,,Bottle,,Catalonia,Spain,JMF Selection,Ofwerman Imports AB,2014,14.00%,BS,Order goods,0,0,0,
Valmiermuiza,Dark,34.90,,500.00,69.80,3/1/16,0,Beer,Dark lager,Dim,Bottle,,,Latvia,Valmiermuiza,CCS AB,,5.80%,BS,Order goods,0,0,0,
Chambertin Grand Cru Clos de Bèze,Domaine Perrot-Minot,3450.00,,750.00,4600.00,3/31/16,0,Red wine,,,Bottle,Natural Cork,Burgundy,France,Domaine Perrot-Minot,The WineAgency Sweden AB,2013,13.00%,TSE,Temporary assortment,0,0,0,
Taylor's,Quinta de Vargellas Vinha Velha,1495.00,,750.00,1993.33,4/22/16,0,Aperitif and dessert,Port,Vintage,Bottle,Natural Cork,Douro,Portugal,Taylor's,Vinunic AB,2007,20.00%,TSE,Temporary assortment,0,0,0,
Fonseca,Vintage Port,988.00,,750.00,1317.33,4/22/16,0,Aperitif and dessert,Port,Vintage,Bottle,Natural Cork,Douro,Portugal,Fonseca Guimaraens,Johan Lidby Vinhandel AB,2003,20.50%,BS,Order goods,0,0,0,
Presentkartong Olivgrön,1 flaska,12.00,,0.00,0.00,9/1/16,0,Gift packaging,1 bottle,Giftbox 1 bottle,,,,Unknown Origin,,Systembolaget Presenter,,0.00%,PA,,0,0,0,
Blue Moon,Belgian White,36.50,,355.00,102.82,3/1/16,0,Beer,Wheat beer,Witbier,Bottle,,,UK,Blue Moon Brewing Company,World Beer Trading KB,,5.40%,BS,Order goods,0,0,0,
Château Gassier,Le Pas du Moine,169.00,,750.00,225.33,3/1/16,0,Rose wine,,,Bottle,,Provence,France,Château Gassier,Spendrups Bryggeri AB,2018,13.00%,BS,Order goods,1,0,0,
Presentkartong Olivgrön,2 flaskor,12.00,,0.00,0.00,9/1/16,0,Gift packaging,2 bottles,Giftbox 2 bottles,,,,Unknown Origin,,Systembolaget Presenter,,0.00%,PA,,0,0,0,
Presentpåse Roströd,1 flaska,14.00,,0.00,0.00,9/1/16,0,Gift packaging,1 bottle,Giftbag 1 bottle,,,,Unknown Origin,,Systembolaget Presenter,,0.00%,PA,,0,0,0,
Aveleda,Alvarinho,99.00,,750.00,132.00,3/1/16,0,White wine,,,Bottle,,Vinho Verde,Portugal,Aveleda,Spendrups Bryggeri AB,2018,12.50%,BS,Order goods,0,0,0,
The Glenlivet,Founder's Reserve,359.00,,700.00,512.86,3/1/16,0,Whisky,Malt whiskey,,Bottle,,Scotland,UK,Chivas Brothers,Pernod Ricard Sweden AB,,40.00%,BS,Order goods,0,0,0,Barley malt.
Havana Club,Union,2950.00,,700.00,4214.29,3/1/16,0,Rum,Dark rum,,Bottle,,,Cuba,Havana Club International,Pernod Ricard Sweden AB,,40.00%,BS,Order goods,0,0,0,
Wildflower,Shiraz Cabernet Sauvignon,89.00,,750.00,118.67,3/1/16,0,Red wine,,,Bottle,,,Australia,McPherson Wines,Spendrups Bryggeri AB,2018,14.00%,BS,Order goods,0,0,0,
Villa Locatelli,Refosco Dal Peduncolo Rosso,137.00,,750.00,182.67,3/1/16,0,Red wine,,,Bottle,,Friuli-Venezia-Giulia,Italy,Tenuta di Angoris,2Goda Vin & Bryggeri,2013,12.50%,BS,Order goods,0,0,0,
Pierre André,Bourgogne Reserve,179.00,,750.00,238.67,3/1/16,0,White wine,,,Bottle,,Burgundy,France,Pierre André,Carovin AB,2014,13.00%,BS,Order goods,0,0,0,
Villa Locatelli,Friulano,137.00,,750.00,182.67,3/1/16,0,White wine,,,Bottle,,Friuli-Venezia-Giulia,Italy,Tenuta di Angoris,2Goda Vin & Bryggeri,2017,12.50%,BS,Order goods,0,0,0,
Martires,,989.00,,750.00,1318.67,8/17/18,0,White wine,,,Bottle,Natural Cork,Rioja,Spain,Finca Allende,Viña Española AB,2016,14.00%,TSE,Temporary assortment,0,0,0,Viura.
Baron de Ley,Tres Viñas Reserva Blanco,159.00,,750.00,212.00,10/5/18,0,White wine,Full-bodied & Tasty,,Bottle,,Rioja,Spain,Baron de Ley,Enjoy Wine & Spirits AB,2014,12.50%,TSE,Temporary assortment,0,0,0,"Viura, Malvasia and Garnacha Blanca."
Col´s Block,Shiraz,399.00,,750.00,532.00,8/3/18,0,Red wine,Spicy & Musty,,Bottle,Screw Cap,Victoria,Australia,Paradigm Hill,JPC Wines AB,2014,14.00%,TSE,Temporary assortment,0,0,0,Shiraz.
Brooklyn,Bel Air Sour,23.90,,355.00,67.32,5/4/18,0,Beer,Sour beer,Other Sour Beer,Bottle,,,USA,Brooklyn Brewery,Carlsberg Sverige AB,,4.50%,BS,Order goods,0,0,0,
99 Rosas,Rosé Organic,209.00,,3000.00,69.67,6/1/16,0,Rose wine,Fruity & Tasteful,,Box,Tap Wing,Castilla-La Mancha,Spain,Dominio de Punctum,Giertz Vinimport AB,2018,13.50%,FS,Fixed assortment,1,0,0,Bobal 90% and 10% garnacha.
Château de La Violette,Les Abymes,109.00,,750.00,145.33,6/1/16,0,White wine,,,Bottle,Natural Cork,Savoie,France,Domaine du Château de La Violette,Berntson Brands AB,2018,11.50%,BS,Order goods,0,0,0,Jacquère.
J Lohr Estates,Riverstone Chardonnay,139.00,,750.00,185.33,3/1/16,0,White wine,,,Bottle,Synthetic Cork,California,USA,J. Lohr Vineyards & Wines,Galatea AB,2014,13.50%,BS,Order goods,0,0,0,
J Lohr Estates,Falcon's Perch Pinot Noir,169.00,,750.00,225.33,3/1/16,0,Red wine,,,Bottle,Synthetic Cork,California,USA,J. Lohr Vineyards & Wines,Galatea AB,2014,13.50%,BS,Order goods,0,0,0,
J Lohr,Hilltop Cabernet Sauvignon,279.00,,750.00,372.00,3/1/16,0,Red wine,,,Bottle,Synthetic Cork,California,USA,J. Lohr Vineyards & Wines,Galatea AB,2012,15.00%,BS,Order goods,0,0,0,
Morgon,Côte du Py,159.00,,750.00,212.00,3/1/16,0,Red wine,,,Bottle,Natural Cork,Burgundy,France,Georges Duboeuf,Valid Wines Sweden AB,2017,13.50%,BS,Order goods,0,0,0,
BrewDog Vagabond,Pale Ale Gluten Free Beer,22.90,,330.00,69.39,3/2/16,0,Beer,Ale British-American style,American Pale Ale (APA),Bottle,,,UK,BrewDog,Cask Sweden AB,,4.50%,BS,Order goods,0,0,0,
Château La Croizille,Grand Cru,925.00,,750.00,1233.33,3/1/16,0,Red wine,,,Bottle,,Bordeaux,France,Château La Croizille,Robert Rask Vinhandel,2010,13.00%,BS,Order goods,0,0,0,
Deus Brut Des Flandres,,185.00,,750.00,246.67,3/1/16,0,Beer,Ale Belgian style,,Bottle,Champagne Cork-Natural,,Belgium,Brouwerij Bosteels,Galatea AB,2015,11.50%,BS,Order goods,0,0,0,
